audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
shared_l2_068,shared_l2_random,random,scene-0101_frame25::barrier32|barrier16|barrier5,scene-0101_frame25,barrier32|barrier16|barrier5,converge,716,154,"There is a barrier to the back of barrier32 and to the front of barrier5, and to the front right of ego, and to the back of barrier46; what is it?",barrier16,It is a construction barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0101_frame25_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_069,shared_l2_advtest,advtest,scene-0103_frame25::car20|car34|pedestrian24,scene-0103_frame25,car20|car34|pedestrian24,converge,894,177,"What car is positioned to the front of car25 and also to the front of pedestrian24, and to the front of car20, and to the back of car27?",car34,"The car positioned to the front of car25, car20, and pedestrian24 is a white car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_069,shared_l2_random,random,scene-0103_frame25::car20|car34|pedestrian24,scene-0103_frame25,car20|car34|pedestrian24,converge,884,177,"What car is positioned to the front of car25 and also to the front of pedestrian24, and to the front of car20, and to the back of car27?",car34,"The car positioned to the front of car25, car20, and pedestrian24 is a white car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_070,shared_l2_advtest,advtest,scene-0099_frame35::barrier21|barrier7|car1,scene-0099_frame35,barrier21|barrier7|car1,converge,608,20,"What barrier is positioned to the back of barrier18 and also to the back right of trailer1, and to the back right of ego, and to the front of barrier21, and to the front right of car1?",barrier7,"A barrier is positioned to the back of barrier18 and also to the back right of trailer1, and to the back right of ego, and to the front of barrier21, and to the front right of",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_070,shared_l2_random,random,scene-0099_frame35::barrier21|barrier7|car1,scene-0099_frame35,barrier21|barrier7|car1,converge,633,20,"What barrier is positioned to the back of barrier18 and also to the back right of trailer1, and to the back right of ego, and to the front of barrier21, and to the front right of car1?",barrier7,"A barrier is positioned to the back of barrier18 and also to the back right of trailer1, and to the back right of ego, and to the front of barrier21, and to the front right of",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_071,shared_l2_advtest,advtest,scene-0035_frame39::bus1|pedestrian4|car2,scene-0035_frame39,bus1|pedestrian4|car2,converge,187,69,"What pedestrian is to the back of bus1 and to the back right of car4, and to the front right of car2?",pedestrian4,"The pedestrian is to the back of bus 1 and to the back right of car 4, and to the front right of car 2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_071,shared_l2_random,random,scene-0035_frame39::bus1|pedestrian4|car2,scene-0035_frame39,bus1|pedestrian4|car2,converge,158,69,"What pedestrian is to the back of bus1 and to the back right of car4, and to the front right of car2?",pedestrian4,"The pedestrian is to the back of bus 1 and to the back right of car 4, and to the front right of car 2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_072,shared_l2_advtest,advtest,scene-0099_frame8::car2|car8|car9,scene-0099_frame8,car2|car8|car9,converge,682,156,"What car is to the back left of car16 and to the back of pedestrian2, and to the back of car2, and to the front left of car9?",car8,"The car is to the back left of car16 and to the back of pedestrian2, and to the back of car2, and to the front left of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_072,shared_l2_random,random,scene-0099_frame8::car2|car8|car9,scene-0099_frame8,car2|car8|car9,converge,695,156,"What car is to the back left of car16 and to the back of pedestrian2, and to the back of car2, and to the front left of car9?",car8,"The car is to the back left of car16 and to the back of pedestrian2, and to the back of car2, and to the front left of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_073,shared_l2_advtest,advtest,scene-0104_frame3::car14|car4|car7,scene-0104_frame3,car14|car4|car7,converge,980,101,"What car is to the back right of car14 and to the back of car22, and to the front of car7, and to the back of car12?",car4,"The car to the back right of car14 and to the back of car22, and to the front of car7, and to the back of car12 is a white van.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_073,shared_l2_random,random,scene-0104_frame3::car14|car4|car7,scene-0104_frame3,car14|car4|car7,converge,959,101,"What car is to the back right of car14 and to the back of car22, and to the front of car7, and to the back of car12?",car4,"The car to the back right of car14 and to the back of car22, and to the front of car7, and to the back of car12 is a white van.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_074,shared_l2_advtest,advtest,scene-0104_frame3::car15|car6|pedestrian8,scene-0104_frame3,car15|car6|pedestrian8,converge,970,38,"There is a car to the back of car20 and to the back of pedestrian8, and to the front left of car9, and to the front right of car15; what is it?",car6,The car in question is a white van.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_074,shared_l2_random,random,scene-0104_frame3::car15|car6|pedestrian8,scene-0104_frame3,car15|car6|pedestrian8,converge,976,38,"There is a car to the back of car20 and to the back of pedestrian8, and to the front left of car9, and to the front right of car15; what is it?",car6,The car in question is a white van.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_075,shared_l2_advtest,advtest,scene-0035_frame14::car9|car7|ego,scene-0035_frame14,car9|car7|ego,converge,105,173,"Identify the car located to the front of car14 and to the front of car8, and to the front left of ego, and to the front of car9.",car7,"The car is located to the front of car14 and to the front of car8, and to the front left of ego, and to the front of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame14_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_075,shared_l2_random,random,scene-0035_frame14::car9|car7|ego,scene-0035_frame14,car9|car7|ego,converge,138,78,"Which car can be found to the front left of ego and to the front right of truck1, and to the front of car9?",car7,"The car can be found to the front left of ego and to the front right of truck1, and to the front of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame14_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_076,shared_l2_advtest,advtest,scene-0102_frame39::car1|pedestrian5|ego,scene-0102_frame39,car1|pedestrian5|ego,converge,808,37,"What pedestrian is to the front of car1 and to the front of pedestrian7, and to the front left of ego?",pedestrian5,"The pedestrian is to the front of car1 and to the front of pedestrian7, and to the front left of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_076,shared_l2_random,random,scene-0102_frame39::car1|pedestrian5|ego,scene-0102_frame39,car1|pedestrian5|ego,converge,849,37,"What pedestrian is to the front of car1 and to the front of pedestrian7, and to the front left of ego?",pedestrian5,"The pedestrian is to the front of car1 and to the front of pedestrian7, and to the front left of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_077,shared_l2_advtest,advtest,scene-0097_frame12::barrier21|barrier22|car2,scene-0097_frame12,barrier21|barrier22|car2,converge,453,37,"What barrier is to the front of barrier3 and to the front right of pedestrian4, and to the front right of car2, and to the back of barrier21, and to the front right of pedestrian2?",barrier22,"The barrier in front of barrier3 and to the front right of pedestrian4, and to the front right of car2, and to the back of barrier21, and to the front right of pedestrian2 is",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_077,shared_l2_random,random,scene-0097_frame12::barrier21|barrier22|car2,scene-0097_frame12,barrier21|barrier22|car2,converge,489,117,"There is a barrier to the front of barrier12 and to the front of barrier8, and to the front right of car2, and to the back of barrier21, and to the front right of pedestrian2; what is it?",barrier22,It is a traffic barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_078,shared_l2_advtest,advtest,scene-0103_frame25::car27|pedestrian3|pedestrian13,scene-0103_frame25,car27|pedestrian3|pedestrian13,converge,900,192,"Identify the pedestrian located to the back of car27 and to the back of pedestrian11, and to the front right of pedestrian13, and to the back left of pedestrian14.",pedestrian3,"The pedestrian is located to the back of car27 and to the back of pedestrian11, and to the front right of pedestrian13, and to the back left of pedestrian14.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_078,shared_l2_random,random,scene-0103_frame25::car27|pedestrian3|pedestrian13,scene-0103_frame25,car27|pedestrian3|pedestrian13,converge,863,192,"Identify the pedestrian located to the back of car27 and to the back of pedestrian11, and to the front right of pedestrian13, and to the back left of pedestrian14.",pedestrian3,"The pedestrian is located to the back of car27 and to the back of pedestrian11, and to the front right of pedestrian13, and to the back left of pedestrian14.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_079,shared_l2_advtest,advtest,scene-0092_frame20::pedestrian2|truck3|truck2,scene-0092_frame20,pedestrian2|truck3|truck2,converge,323,57,"There is a truck to the front of ego and to the front of pedestrian2, and to the front left of truck2; what is it?",truck3,The truck in the image is a white truck.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_079,shared_l2_random,random,scene-0092_frame20::pedestrian2|truck3|truck2,scene-0092_frame20,pedestrian2|truck3|truck2,converge,340,117,"What truck is to the front of car9 and to the front of pedestrian2, and to the front left of truck2?",truck3,"The truck that is to the front of car9 and to the front of pedestrian2, and to the front left of truck2 is a white truck.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_080,shared_l2_advtest,advtest,scene-0104_frame20::car3|car6|pedestrian7,scene-0104_frame20,car3|car6|pedestrian7,converge,903,56,"What car is to the back of car10 and to the back right of car3, and to the back right of car1, and to the back of pedestrian7?",car6,"The car is to the back of car10 and to the back right of car3, and to the back right of car1, and to the back of pedestrian7.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_080,shared_l2_random,random,scene-0104_frame20::car3|car6|pedestrian7,scene-0104_frame20,car3|car6|pedestrian7,converge,920,56,"What car is to the back of car10 and to the back right of car3, and to the back right of car1, and to the back of pedestrian7?",car6,"The car is to the back of car10 and to the back right of car3, and to the back right of car1, and to the back of pedestrian7.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_081,shared_l2_advtest,advtest,scene-0094_frame7::car11|ego|car12,scene-0094_frame7,car11|ego|car12,converge,435,35,Which ego can be found to the front of car11 and to the back right of car12?,ego,The front of car11 and the back right of car12 can be seen in the image.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
shared_l2_081,shared_l2_random,random,scene-0094_frame7::car11|ego|car12,scene-0094_frame7,car11|ego|car12,converge,423,35,Which ego can be found to the front of car11 and to the back right of car12?,ego,The front of car11 and the back right of car12 can be seen in the image.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
shared_l2_082,shared_l2_advtest,advtest,scene-0099_frame8::car20|car15|car8,scene-0099_frame8,car20|car15|car8,converge,695,191,"What car is to the front of car20 and to the back of truck1, and to the back left of car22, and to the back of car8?",car15,"The car is to the front of car20 and to the back of truck1, and to the back left of car22, and to the back of car8.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_082,shared_l2_random,random,scene-0099_frame8::car20|car15|car8,scene-0099_frame8,car20|car15|car8,converge,673,191,"What car is to the front of car20 and to the back of truck1, and to the back left of car22, and to the back of car8?",car15,"The car is to the front of car20 and to the back of truck1, and to the back left of car22, and to the back of car8.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_083,shared_l2_advtest,advtest,scene-0102_frame31::car3|car1|ego,scene-0102_frame31,car3|car1|ego,converge,769,177,"Which car can be found to the back of ego and to the back of pedestrian28, and to the front of car3?",car1,"The car that can be found to the back of ego and to the back of pedestrian28, and to the front of car3 is a white car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_083,shared_l2_random,random,scene-0102_frame31::car3|car1|ego,scene-0102_frame31,car3|car1|ego,converge,791,177,"Which car can be found to the back of ego and to the back of pedestrian28, and to the front of car3?",car1,"The car that can be found to the back of ego and to the back of pedestrian28, and to the front of car3 is a white car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_084,shared_l2_advtest,advtest,scene-0097_frame12::barrier1|barrier7|barrier6,scene-0097_frame12,barrier1|barrier7|barrier6,converge,459,77,"Which barrier can be found to the back of barrier6 and to the front left of truck1, and to the back right of car5, and to the back of barrier1, and to the front of barrier11?",barrier7,"The barrier that can be found to the back of barrier6 and to the front left of truck1, and to the back right of car5, and to the back of barrier1, and to the front of barrier1",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_084,shared_l2_random,random,scene-0097_frame12::barrier1|barrier7|barrier6,scene-0097_frame12,barrier1|barrier7|barrier6,converge,495,77,"Which barrier can be found to the back of barrier6 and to the front left of truck1, and to the back right of car5, and to the back of barrier1, and to the front of barrier11?",barrier7,"The barrier that can be found to the back of barrier6 and to the front left of truck1, and to the back right of car5, and to the back of barrier1, and to the front of barrier1",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_085,shared_l2_advtest,advtest,scene-0092_frame20::car2|car1|car7,scene-0092_frame20,car2|car1|car7,converge,325,63,"What car is positioned to the back of car7 and also to the back left of ego, and to the back of car2?",car1,"A white car is positioned to the back of car7 and also to the back left of ego, and to the back of car2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_085,shared_l2_random,random,scene-0092_frame20::car2|car1|car7,scene-0092_frame20,car2|car1|car7,converge,323,63,"What car is positioned to the back of car7 and also to the back left of ego, and to the back of car2?",car1,"A white car is positioned to the back of car7 and also to the back left of ego, and to the back of car2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_086,shared_l2_advtest,advtest,scene-0036_frame17::barrier2|barrier20|barrier7,scene-0036_frame17,barrier2|barrier20|barrier7,converge,226,64,"Identify the barrier located to the back right of ego and to the front of pedestrian1, and to the back of barrier7, and to the front right of barrier2.",barrier20,"The barrier is located to the back right of ego and to the front of pedestrian1, and to the back of barrier7, and to the front right of barrier2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_086,shared_l2_random,random,scene-0036_frame17::barrier2|barrier20|barrier7,scene-0036_frame17,barrier2|barrier20|barrier7,converge,204,184,"What barrier is to the front right of barrier13 and to the back right of barrier25, and to the back of barrier7, and to the front right of barrier2?",barrier20,The barrier in front of barrier13 and to the back right of barrier25 is a traffic barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_087,shared_l2_advtest,advtest,scene-0036_frame19::barrier3|barrier16|barrier8,scene-0036_frame19,barrier3|barrier16|barrier8,converge,254,159,"Identify the barrier located to the back of barrier17 and to the front of barrier9, and to the back left of barrier1, and to the back of barrier3, and to the front of barrier8.",barrier16,The barrier located to the back of barrier17 and to the front of barrier9 is barrier18.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_087,shared_l2_random,random,scene-0036_frame19::barrier3|barrier16|barrier8,scene-0036_frame19,barrier3|barrier16|barrier8,converge,282,159,"Identify the barrier located to the back of barrier17 and to the front of barrier9, and to the back left of barrier1, and to the back of barrier3, and to the front of barrier8.",barrier16,The barrier located to the back of barrier17 and to the front of barrier9 is barrier18.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_088,shared_l2_advtest,advtest,scene-0097_frame12::barrier5|barrier7|car5,scene-0097_frame12,barrier5|barrier7|car5,converge,452,177,"Identify the barrier located to the front of barrier5 and to the back of barrier9, and to the back right of car5, and to the back of barrier1, and to the front of barrier11.",barrier7,The barrier located to the front of barrier5 is white.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_088,shared_l2_random,random,scene-0097_frame12::barrier5|barrier7|car5,scene-0097_frame12,barrier5|barrier7|car5,converge,472,177,"Identify the barrier located to the front of barrier5 and to the back of barrier9, and to the back right of car5, and to the back of barrier1, and to the front of barrier11.",barrier7,The barrier located to the front of barrier5 is white.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
